"epochNums","epochDates","epochDays"
10558,"Thu Jun  3 08:55:00 2004",12572.6631944444
10559,"Thu Jun  3 09:00:00 2004",12572.6666666667
10560,"Thu Jun  3 09:05:00 2004",12572.6701388889
10561,"Thu Jun  3 09:10:00 2004",12572.6736111111
10562,"Thu Jun  3 09:15:00 2004",12572.6770833333
10563,"Thu Jun  3 09:20:00 2004",12572.6805555556
10564,"Thu Jun  3 09:25:00 2004",12572.6840277778
10565,"Thu Jun  3 09:30:00 2004",12572.6875
10566,"Thu Jun  3 09:35:00 2004",12572.6909722222
10567,"Thu Jun  3 09:40:00 2004",12572.6944444444
10568,"Thu Jun  3 09:45:00 2004",12572.6979166667
10569,"Thu Jun  3 09:50:00 2004",12572.7013888889
10570,"Thu Jun  3 09:55:00 2004",12572.7048611111
10571,"Thu Jun  3 10:00:00 2004",12572.7083333333
10572,"Thu Jun  3 10:05:00 2004",12572.7118055556
10573,"Thu Jun  3 10:10:00 2004",12572.7152777778
10574,"Thu Jun  3 10:15:00 2004",12572.71875
10575,"Thu Jun  3 10:20:00 2004",12572.7222222222
10576,"Thu Jun  3 10:25:00 2004",12572.7256944444
10577,"Thu Jun  3 10:30:00 2004",12572.7291666667
10578,"Thu Jun  3 10:35:00 2004",12572.7326388889
10579,"Thu Jun  3 10:40:00 2004",12572.7361111111
10580,"Thu Jun  3 10:45:00 2004",12572.7395833333
10581,"Thu Jun  3 10:50:00 2004",12572.7430555556
10582,"Thu Jun  3 10:55:00 2004",12572.7465277778
10583,"Thu Jun  3 11:00:00 2004",12572.75
10584,"Thu Jun  3 11:05:00 2004",12572.7534722222
10585,"Thu Jun  3 11:10:00 2004",12572.7569444444
10586,"Thu Jun  3 11:15:00 2004",12572.7604166667
10587,"Thu Jun  3 11:20:00 2004",12572.7638888889
10588,"Thu Jun  3 11:25:00 2004",12572.7673611111
10589,"Thu Jun  3 11:30:00 2004",12572.7708333333
10590,"Thu Jun  3 11:35:00 2004",12572.7743055556
10591,"Thu Jun  3 11:40:00 2004",12572.7777777778
10592,"Thu Jun  3 11:45:00 2004",12572.78125
10593,"Thu Jun  3 11:50:00 2004",12572.7847222222
10594,"Thu Jun  3 11:55:00 2004",12572.7881944444
10595,"Thu Jun  3 12:00:00 2004",12572.7916666667
10596,"Thu Jun  3 12:05:00 2004",12572.7951388889
10597,"Thu Jun  3 12:10:00 2004",12572.7986111111
10598,"Thu Jun  3 12:15:00 2004",12572.8020833333
10599,"Thu Jun  3 12:20:00 2004",12572.8055555556
10600,"Thu Jun  3 12:25:00 2004",12572.8090277778
10601,"Thu Jun  3 12:30:00 2004",12572.8125
10602,"Thu Jun  3 12:35:00 2004",12572.8159722222
10603,"Thu Jun  3 12:40:00 2004",12572.8194444444
10604,"Thu Jun  3 12:45:00 2004",12572.8229166667
10605,"Thu Jun  3 12:50:00 2004",12572.8263888889
10606,"Thu Jun  3 12:55:00 2004",12572.8298611111
10607,"Thu Jun  3 13:00:00 2004",12572.8333333333
10608,"Thu Jun  3 13:05:00 2004",12572.8368055556
10609,"Thu Jun  3 13:10:00 2004",12572.8402777778
10610,"Thu Jun  3 13:15:00 2004",12572.84375
10611,"Thu Jun  3 13:20:00 2004",12572.8472222222
10612,"Thu Jun  3 13:25:00 2004",12572.8506944444
10613,"Thu Jun  3 13:30:00 2004",12572.8541666667
10614,"Thu Jun  3 13:35:00 2004",12572.8576388889
10615,"Thu Jun  3 13:40:00 2004",12572.8611111111
10616,"Thu Jun  3 13:45:00 2004",12572.8645833333
10617,"Thu Jun  3 13:50:00 2004",12572.8680555556
10618,"Thu Jun  3 13:55:00 2004",12572.8715277778
10619,"Thu Jun  3 14:00:00 2004",12572.875
10620,"Thu Jun  3 14:05:00 2004",12572.8784722222
10621,"Thu Jun  3 14:10:00 2004",12572.8819444444
10622,"Thu Jun  3 14:15:00 2004",12572.8854166667
10623,"Thu Jun  3 14:20:00 2004",12572.8888888889
10624,"Thu Jun  3 14:25:00 2004",12572.8923611111
10625,"Thu Jun  3 14:30:00 2004",12572.8958333333
10626,"Thu Jun  3 14:35:00 2004",12572.8993055556
10627,"Thu Jun  3 14:40:00 2004",12572.9027777778
10628,"Thu Jun  3 14:45:00 2004",12572.90625
10629,"Thu Jun  3 14:50:00 2004",12572.9097222222
10630,"Thu Jun  3 14:55:00 2004",12572.9131944444
10631,"Thu Jun  3 15:00:00 2004",12572.9166666667
10632,"Thu Jun  3 15:05:00 2004",12572.9201388889
10633,"Thu Jun  3 15:10:00 2004",12572.9236111111
10634,"Thu Jun  3 15:15:00 2004",12572.9270833333
10635,"Thu Jun  3 15:20:00 2004",12572.9305555556
10636,"Thu Jun  3 15:25:00 2004",12572.9340277778
10637,"Thu Jun  3 15:30:00 2004",12572.9375
10638,"Thu Jun  3 15:35:00 2004",12572.9409722222
10639,"Thu Jun  3 15:40:00 2004",12572.9444444444
10640,"Thu Jun  3 15:45:00 2004",12572.9479166667
10641,"Thu Jun  3 15:50:00 2004",12572.9513888889
10642,"Thu Jun  3 15:55:00 2004",12572.9548611111
10643,"Thu Jun  3 16:00:00 2004",12572.9583333333
10644,"Thu Jun  3 16:05:00 2004",12572.9618055556
10645,"Thu Jun  3 16:10:00 2004",12572.9652777778
10646,"Thu Jun  3 16:15:00 2004",12572.96875
10647,"Thu Jun  3 16:20:00 2004",12572.9722222222
10648,"Thu Jun  3 16:25:00 2004",12572.9756944444
10649,"Thu Jun  3 16:30:00 2004",12572.9791666667
10650,"Thu Jun  3 16:35:00 2004",12572.9826388889
10651,"Thu Jun  3 16:40:00 2004",12572.9861111111
10652,"Thu Jun  3 16:45:00 2004",12572.9895833333
10653,"Thu Jun  3 16:50:00 2004",12572.9930555556
10654,"Thu Jun  3 16:55:00 2004",12572.9965277778
10655,"Thu Jun  3 17:00:00 2004",12573
10656,"Thu Jun  3 17:05:00 2004",12573.0034722222
10657,"Thu Jun  3 17:10:00 2004",12573.0069444444
10658,"Thu Jun  3 17:15:00 2004",12573.0104166667
10659,"Thu Jun  3 17:20:00 2004",12573.0138888889
10660,"Thu Jun  3 17:25:00 2004",12573.0173611111
10661,"Thu Jun  3 17:30:00 2004",12573.0208333333
10662,"Thu Jun  3 17:35:00 2004",12573.0243055556
10663,"Thu Jun  3 17:40:00 2004",12573.0277777778
10664,"Thu Jun  3 17:45:00 2004",12573.03125
10665,"Thu Jun  3 17:50:00 2004",12573.0347222222
10666,"Thu Jun  3 17:55:00 2004",12573.0381944444
10667,"Thu Jun  3 18:00:00 2004",12573.0416666667
10668,"Thu Jun  3 18:05:00 2004",12573.0451388889
10669,"Thu Jun  3 18:10:00 2004",12573.0486111111
10670,"Thu Jun  3 18:15:00 2004",12573.0520833333
10671,"Thu Jun  3 18:20:00 2004",12573.0555555556
10672,"Thu Jun  3 18:25:00 2004",12573.0590277778
10673,"Thu Jun  3 18:30:00 2004",12573.0625
10674,"Thu Jun  3 18:35:00 2004",12573.0659722222
10675,"Thu Jun  3 18:40:00 2004",12573.0694444444
10676,"Thu Jun  3 18:45:00 2004",12573.0729166667
10677,"Thu Jun  3 18:50:00 2004",12573.0763888889
10678,"Thu Jun  3 18:55:00 2004",12573.0798611111
10679,"Thu Jun  3 19:00:00 2004",12573.0833333333
10680,"Thu Jun  3 19:05:00 2004",12573.0868055556
10681,"Thu Jun  3 19:10:00 2004",12573.0902777778
10682,"Thu Jun  3 19:15:00 2004",12573.09375
10683,"Thu Jun  3 19:20:00 2004",12573.0972222222
10684,"Thu Jun  3 19:25:00 2004",12573.1006944444
10685,"Thu Jun  3 19:30:00 2004",12573.1041666667
10686,"Thu Jun  3 19:35:00 2004",12573.1076388889
10687,"Thu Jun  3 19:40:00 2004",12573.1111111111
10688,"Thu Jun  3 19:45:00 2004",12573.1145833333
10689,"Thu Jun  3 19:50:00 2004",12573.1180555556
10690,"Thu Jun  3 19:55:00 2004",12573.1215277778
10691,"Thu Jun  3 20:00:00 2004",12573.125
10692,"Thu Jun  3 20:05:00 2004",12573.1284722222
10693,"Thu Jun  3 20:10:00 2004",12573.1319444444
10694,"Thu Jun  3 20:15:00 2004",12573.1354166667
10695,"Thu Jun  3 20:20:00 2004",12573.1388888889
10696,"Thu Jun  3 20:25:00 2004",12573.1423611111
10697,"Thu Jun  3 20:30:00 2004",12573.1458333333
10698,"Thu Jun  3 20:35:00 2004",12573.1493055556
10699,"Thu Jun  3 20:40:00 2004",12573.1527777778
10700,"Thu Jun  3 20:45:00 2004",12573.15625
10701,"Thu Jun  3 20:50:00 2004",12573.1597222222
10702,"Thu Jun  3 20:55:00 2004",12573.1631944444
10703,"Thu Jun  3 21:00:00 2004",12573.1666666667
10704,"Thu Jun  3 21:05:00 2004",12573.1701388889
10705,"Thu Jun  3 21:10:00 2004",12573.1736111111
10706,"Thu Jun  3 21:15:00 2004",12573.1770833333
10707,"Thu Jun  3 21:20:00 2004",12573.1805555556
10708,"Thu Jun  3 21:25:00 2004",12573.1840277778
10709,"Thu Jun  3 21:30:00 2004",12573.1875
10710,"Thu Jun  3 21:35:00 2004",12573.1909722222
10711,"Thu Jun  3 21:40:00 2004",12573.1944444444
10712,"Thu Jun  3 21:45:00 2004",12573.1979166667
10713,"Thu Jun  3 21:50:00 2004",12573.2013888889
10714,"Thu Jun  3 21:55:00 2004",12573.2048611111
10715,"Thu Jun  3 22:00:00 2004",12573.2083333333
10716,"Thu Jun  3 22:05:00 2004",12573.2118055556
10717,"Thu Jun  3 22:10:00 2004",12573.2152777778
10718,"Thu Jun  3 22:15:00 2004",12573.21875
10719,"Thu Jun  3 22:20:00 2004",12573.2222222222
10720,"Thu Jun  3 22:25:00 2004",12573.2256944444
10721,"Thu Jun  3 22:30:00 2004",12573.2291666667
10722,"Thu Jun  3 22:35:00 2004",12573.2326388889
10723,"Thu Jun  3 22:40:00 2004",12573.2361111111
10724,"Thu Jun  3 22:45:00 2004",12573.2395833333
10725,"Thu Jun  3 22:50:00 2004",12573.2430555556
10726,"Thu Jun  3 22:55:00 2004",12573.2465277778
10727,"Thu Jun  3 23:00:00 2004",12573.25
10728,"Thu Jun  3 23:05:00 2004",12573.2534722222
10729,"Thu Jun  3 23:10:00 2004",12573.2569444444
10730,"Thu Jun  3 23:15:00 2004",12573.2604166667
10731,"Thu Jun  3 23:20:00 2004",12573.2638888889
10732,"Thu Jun  3 23:25:00 2004",12573.2673611111
10733,"Thu Jun  3 23:30:00 2004",12573.2708333333
10734,"Thu Jun  3 23:35:00 2004",12573.2743055556
10735,"Thu Jun  3 23:40:00 2004",12573.2777777778
10736,"Thu Jun  3 23:45:00 2004",12573.28125
10737,"Thu Jun  3 23:50:00 2004",12573.2847222222
10738,"Thu Jun  3 23:55:00 2004",12573.2881944444
10739,"Fri Jun  4 00:00:00 2004",12573.2916666667
10740,"Fri Jun  4 00:05:00 2004",12573.2951388889
10741,"Fri Jun  4 00:10:00 2004",12573.2986111111
10742,"Fri Jun  4 00:15:00 2004",12573.3020833333
10743,"Fri Jun  4 00:20:00 2004",12573.3055555556
10744,"Fri Jun  4 00:25:00 2004",12573.3090277778
10745,"Fri Jun  4 00:30:00 2004",12573.3125
10746,"Fri Jun  4 00:35:00 2004",12573.3159722222
10747,"Fri Jun  4 00:40:00 2004",12573.3194444444
10748,"Fri Jun  4 00:45:00 2004",12573.3229166667
10749,"Fri Jun  4 00:50:00 2004",12573.3263888889
10750,"Fri Jun  4 00:55:00 2004",12573.3298611111
10751,"Fri Jun  4 01:00:00 2004",12573.3333333333
10752,"Fri Jun  4 01:05:00 2004",12573.3368055556
10753,"Fri Jun  4 01:10:00 2004",12573.3402777778
10754,"Fri Jun  4 01:15:00 2004",12573.34375
10755,"Fri Jun  4 01:20:00 2004",12573.3472222222
10756,"Fri Jun  4 01:25:00 2004",12573.3506944444
10757,"Fri Jun  4 01:30:00 2004",12573.3541666667
10758,"Fri Jun  4 01:35:00 2004",12573.3576388889
10759,"Fri Jun  4 01:40:00 2004",12573.3611111111
10760,"Fri Jun  4 01:45:00 2004",12573.3645833333
10761,"Fri Jun  4 01:50:00 2004",12573.3680555556
10762,"Fri Jun  4 01:55:00 2004",12573.3715277778
10763,"Fri Jun  4 02:00:00 2004",12573.375
10764,"Fri Jun  4 02:05:00 2004",12573.3784722222
10765,"Fri Jun  4 02:10:00 2004",12573.3819444444
10766,"Fri Jun  4 02:15:00 2004",12573.3854166667
10767,"Fri Jun  4 02:20:00 2004",12573.3888888889
10768,"Fri Jun  4 02:25:00 2004",12573.3923611111
10769,"Fri Jun  4 02:30:00 2004",12573.3958333333
10770,"Fri Jun  4 02:35:00 2004",12573.3993055556
10771,"Fri Jun  4 02:40:00 2004",12573.4027777778
10772,"Fri Jun  4 02:45:00 2004",12573.40625
10773,"Fri Jun  4 02:50:00 2004",12573.4097222222
10774,"Fri Jun  4 02:55:00 2004",12573.4131944444
10775,"Fri Jun  4 03:00:00 2004",12573.4166666667
10776,"Fri Jun  4 03:05:00 2004",12573.4201388889
10777,"Fri Jun  4 03:10:00 2004",12573.4236111111
10778,"Fri Jun  4 03:15:00 2004",12573.4270833333
10779,"Fri Jun  4 03:20:00 2004",12573.4305555556
10780,"Fri Jun  4 03:25:00 2004",12573.4340277778
10781,"Fri Jun  4 03:30:00 2004",12573.4375
10782,"Fri Jun  4 03:35:00 2004",12573.4409722222
10783,"Fri Jun  4 03:40:00 2004",12573.4444444444
10784,"Fri Jun  4 03:45:00 2004",12573.4479166667
10785,"Fri Jun  4 03:50:00 2004",12573.4513888889
10786,"Fri Jun  4 03:55:00 2004",12573.4548611111
10787,"Fri Jun  4 04:00:00 2004",12573.4583333333
10788,"Fri Jun  4 04:05:00 2004",12573.4618055556
10789,"Fri Jun  4 04:10:00 2004",12573.4652777778
10790,"Fri Jun  4 04:15:00 2004",12573.46875
10791,"Fri Jun  4 04:20:00 2004",12573.4722222222
10792,"Fri Jun  4 04:25:00 2004",12573.4756944444
10793,"Fri Jun  4 04:30:00 2004",12573.4791666667
10794,"Fri Jun  4 04:35:00 2004",12573.4826388889
10795,"Fri Jun  4 04:40:00 2004",12573.4861111111
10796,"Fri Jun  4 04:45:00 2004",12573.4895833333
10797,"Fri Jun  4 04:50:00 2004",12573.4930555556
10798,"Fri Jun  4 04:55:00 2004",12573.4965277778
10799,"Fri Jun  4 05:00:00 2004",12573.5
10800,"Fri Jun  4 05:05:00 2004",12573.5034722222
10801,"Fri Jun  4 05:10:00 2004",12573.5069444444
10802,"Fri Jun  4 05:15:00 2004",12573.5104166667
10803,"Fri Jun  4 05:20:00 2004",12573.5138888889
10804,"Fri Jun  4 05:25:00 2004",12573.5173611111
10805,"Fri Jun  4 05:30:00 2004",12573.5208333333
10806,"Fri Jun  4 05:35:00 2004",12573.5243055556
10807,"Fri Jun  4 05:40:00 2004",12573.5277777778
10808,"Fri Jun  4 05:45:00 2004",12573.53125
10809,"Fri Jun  4 05:50:00 2004",12573.5347222222
10810,"Fri Jun  4 05:55:00 2004",12573.5381944444
10811,"Fri Jun  4 06:00:00 2004",12573.5416666667
10812,"Fri Jun  4 06:05:00 2004",12573.5451388889
10813,"Fri Jun  4 06:10:00 2004",12573.5486111111
10814,"Fri Jun  4 06:15:00 2004",12573.5520833333
10815,"Fri Jun  4 06:20:00 2004",12573.5555555556
10816,"Fri Jun  4 06:25:00 2004",12573.5590277778
10817,"Fri Jun  4 06:30:00 2004",12573.5625
10818,"Fri Jun  4 06:35:00 2004",12573.5659722222
10819,"Fri Jun  4 06:40:00 2004",12573.5694444444
10820,"Fri Jun  4 06:45:00 2004",12573.5729166667
10821,"Fri Jun  4 06:50:00 2004",12573.5763888889
10822,"Fri Jun  4 06:55:00 2004",12573.5798611111
10823,"Fri Jun  4 07:00:00 2004",12573.5833333333
10824,"Fri Jun  4 07:05:00 2004",12573.5868055556
10825,"Fri Jun  4 07:10:00 2004",12573.5902777778
10826,"Fri Jun  4 07:15:00 2004",12573.59375
10827,"Fri Jun  4 07:20:00 2004",12573.5972222222
10828,"Fri Jun  4 07:25:00 2004",12573.6006944444
10829,"Fri Jun  4 07:30:00 2004",12573.6041666667
10830,"Fri Jun  4 07:35:00 2004",12573.6076388889
10831,"Fri Jun  4 07:40:00 2004",12573.6111111111
10832,"Fri Jun  4 07:45:00 2004",12573.6145833333
10833,"Fri Jun  4 07:50:00 2004",12573.6180555556
10834,"Fri Jun  4 07:55:00 2004",12573.6215277778
10835,"Fri Jun  4 08:00:00 2004",12573.625
10836,"Fri Jun  4 08:05:00 2004",12573.6284722222
10837,"Fri Jun  4 08:10:00 2004",12573.6319444444
10838,"Fri Jun  4 08:15:00 2004",12573.6354166667
10839,"Fri Jun  4 08:20:00 2004",12573.6388888889
10840,"Fri Jun  4 08:25:00 2004",12573.6423611111
10841,"Fri Jun  4 08:30:00 2004",12573.6458333333
10842,"Fri Jun  4 08:35:00 2004",12573.6493055556
10843,"Fri Jun  4 08:40:00 2004",12573.6527777778
10844,"Fri Jun  4 08:45:00 2004",12573.65625
10845,"Fri Jun  4 08:50:00 2004",12573.6597222222
10846,"Fri Jun  4 08:55:00 2004",12573.6631944444
10847,"Fri Jun  4 09:00:00 2004",12573.6666666667
10848,"Fri Jun  4 09:05:00 2004",12573.6701388889
10849,"Fri Jun  4 09:10:00 2004",12573.6736111111
10850,"Fri Jun  4 09:15:00 2004",12573.6770833333
10851,"Fri Jun  4 09:20:00 2004",12573.6805555556
10852,"Fri Jun  4 09:25:00 2004",12573.6840277778
10853,"Fri Jun  4 09:30:00 2004",12573.6875
10854,"Fri Jun  4 09:35:00 2004",12573.6909722222
10855,"Fri Jun  4 09:40:00 2004",12573.6944444444
10856,"Fri Jun  4 09:45:00 2004",12573.6979166667
10857,"Fri Jun  4 09:50:00 2004",12573.7013888889
10858,"Fri Jun  4 09:55:00 2004",12573.7048611111
10859,"Fri Jun  4 10:00:00 2004",12573.7083333333
10860,"Fri Jun  4 10:05:00 2004",12573.7118055556
10861,"Fri Jun  4 10:10:00 2004",12573.7152777778
10862,"Fri Jun  4 10:15:00 2004",12573.71875
10863,"Fri Jun  4 10:20:00 2004",12573.7222222222
10864,"Fri Jun  4 10:25:00 2004",12573.7256944444
10865,"Fri Jun  4 10:30:00 2004",12573.7291666667
10866,"Fri Jun  4 10:35:00 2004",12573.7326388889
10867,"Fri Jun  4 10:40:00 2004",12573.7361111111
10868,"Fri Jun  4 10:45:00 2004",12573.7395833333
10869,"Fri Jun  4 10:50:00 2004",12573.7430555556
10870,"Fri Jun  4 10:55:00 2004",12573.7465277778
10871,"Fri Jun  4 11:00:00 2004",12573.75
10872,"Fri Jun  4 11:05:00 2004",12573.7534722222
10873,"Fri Jun  4 11:10:00 2004",12573.7569444444
10874,"Fri Jun  4 11:15:00 2004",12573.7604166667
10875,"Fri Jun  4 11:20:00 2004",12573.7638888889
10876,"Fri Jun  4 11:25:00 2004",12573.7673611111
10877,"Fri Jun  4 11:30:00 2004",12573.7708333333
10878,"Fri Jun  4 11:35:00 2004",12573.7743055556
10879,"Fri Jun  4 11:40:00 2004",12573.7777777778
10880,"Fri Jun  4 11:45:00 2004",12573.78125
10881,"Fri Jun  4 11:50:00 2004",12573.7847222222
10882,"Fri Jun  4 11:55:00 2004",12573.7881944444
10883,"Fri Jun  4 12:00:00 2004",12573.7916666667
10884,"Fri Jun  4 12:05:00 2004",12573.7951388889
10885,"Fri Jun  4 12:10:00 2004",12573.7986111111
10886,"Fri Jun  4 12:15:00 2004",12573.8020833333
10887,"Fri Jun  4 12:20:00 2004",12573.8055555556
10888,"Fri Jun  4 12:25:00 2004",12573.8090277778
10889,"Fri Jun  4 12:30:00 2004",12573.8125
10890,"Fri Jun  4 12:35:00 2004",12573.8159722222
10891,"Fri Jun  4 12:40:00 2004",12573.8194444444
10892,"Fri Jun  4 12:45:00 2004",12573.8229166667
10893,"Fri Jun  4 12:50:00 2004",12573.8263888889
10894,"Fri Jun  4 12:55:00 2004",12573.8298611111
10895,"Fri Jun  4 13:00:00 2004",12573.8333333333
10896,"Fri Jun  4 13:05:00 2004",12573.8368055556
10897,"Fri Jun  4 13:10:00 2004",12573.8402777778
10898,"Fri Jun  4 13:15:00 2004",12573.84375
10899,"Fri Jun  4 13:20:00 2004",12573.8472222222
10900,"Fri Jun  4 13:25:00 2004",12573.8506944444
10901,"Fri Jun  4 13:30:00 2004",12573.8541666667
10902,"Fri Jun  4 13:35:00 2004",12573.8576388889
10903,"Fri Jun  4 13:40:00 2004",12573.8611111111
10904,"Fri Jun  4 13:45:00 2004",12573.8645833333
10905,"Fri Jun  4 13:50:00 2004",12573.8680555556
10906,"Fri Jun  4 13:55:00 2004",12573.8715277778
10907,"Fri Jun  4 14:00:00 2004",12573.875
10908,"Fri Jun  4 14:05:00 2004",12573.8784722222
10909,"Fri Jun  4 14:10:00 2004",12573.8819444444
10910,"Fri Jun  4 14:15:00 2004",12573.8854166667
10911,"Fri Jun  4 14:20:00 2004",12573.8888888889
10912,"Fri Jun  4 14:25:00 2004",12573.8923611111
10913,"Fri Jun  4 14:30:00 2004",12573.8958333333
10914,"Fri Jun  4 14:35:00 2004",12573.8993055556
10915,"Fri Jun  4 14:40:00 2004",12573.9027777778
10916,"Fri Jun  4 14:45:00 2004",12573.90625
10917,"Fri Jun  4 14:50:00 2004",12573.9097222222
10918,"Fri Jun  4 14:55:00 2004",12573.9131944444
10919,"Fri Jun  4 15:00:00 2004",12573.9166666667
10920,"Fri Jun  4 15:05:00 2004",12573.9201388889
10921,"Fri Jun  4 15:10:00 2004",12573.9236111111
10922,"Fri Jun  4 15:15:00 2004",12573.9270833333
10923,"Fri Jun  4 15:20:00 2004",12573.9305555556
10924,"Fri Jun  4 15:25:00 2004",12573.9340277778
10925,"Fri Jun  4 15:30:00 2004",12573.9375
10926,"Fri Jun  4 15:35:00 2004",12573.9409722222
10927,"Fri Jun  4 15:40:00 2004",12573.9444444444
10928,"Fri Jun  4 15:45:00 2004",12573.9479166667
10929,"Fri Jun  4 15:50:00 2004",12573.9513888889
10930,"Fri Jun  4 15:55:00 2004",12573.9548611111
10931,"Fri Jun  4 16:00:00 2004",12573.9583333333
10932,"Fri Jun  4 16:05:00 2004",12573.9618055556
10933,"Fri Jun  4 16:10:00 2004",12573.9652777778
10934,"Fri Jun  4 16:15:00 2004",12573.96875
10935,"Fri Jun  4 16:20:00 2004",12573.9722222222
10936,"Fri Jun  4 16:25:00 2004",12573.9756944444
10937,"Fri Jun  4 16:30:00 2004",12573.9791666667
10938,"Fri Jun  4 16:35:00 2004",12573.9826388889
10939,"Fri Jun  4 16:40:00 2004",12573.9861111111
10940,"Fri Jun  4 16:45:00 2004",12573.9895833333
10941,"Fri Jun  4 16:50:00 2004",12573.9930555556
10942,"Fri Jun  4 16:55:00 2004",12573.9965277778
10943,"Fri Jun  4 17:00:00 2004",12574
10944,"Fri Jun  4 17:05:00 2004",12574.0034722222
10945,"Fri Jun  4 17:10:00 2004",12574.0069444444
10946,"Fri Jun  4 17:15:00 2004",12574.0104166667
10947,"Fri Jun  4 17:20:00 2004",12574.0138888889
10948,"Fri Jun  4 17:25:00 2004",12574.0173611111
10949,"Fri Jun  4 17:30:00 2004",12574.0208333333
10950,"Fri Jun  4 17:35:00 2004",12574.0243055556
10951,"Fri Jun  4 17:40:00 2004",12574.0277777778
10952,"Fri Jun  4 17:45:00 2004",12574.03125
10953,"Fri Jun  4 17:50:00 2004",12574.0347222222
10954,"Fri Jun  4 17:55:00 2004",12574.0381944444
10955,"Fri Jun  4 18:00:00 2004",12574.0416666667
10956,"Fri Jun  4 18:05:00 2004",12574.0451388889
10957,"Fri Jun  4 18:10:00 2004",12574.0486111111
10958,"Fri Jun  4 18:15:00 2004",12574.0520833333
10959,"Fri Jun  4 18:20:00 2004",12574.0555555556
10960,"Fri Jun  4 18:25:00 2004",12574.0590277778
10961,"Fri Jun  4 18:30:00 2004",12574.0625
10962,"Fri Jun  4 18:35:00 2004",12574.0659722222
10963,"Fri Jun  4 18:40:00 2004",12574.0694444444
10964,"Fri Jun  4 18:45:00 2004",12574.0729166667
10965,"Fri Jun  4 18:50:00 2004",12574.0763888889
10966,"Fri Jun  4 18:55:00 2004",12574.0798611111
10967,"Fri Jun  4 19:00:00 2004",12574.0833333333
10968,"Fri Jun  4 19:05:00 2004",12574.0868055556
10969,"Fri Jun  4 19:10:00 2004",12574.0902777778
10970,"Fri Jun  4 19:15:00 2004",12574.09375
10971,"Fri Jun  4 19:20:00 2004",12574.0972222222
10972,"Fri Jun  4 19:25:00 2004",12574.1006944444
10973,"Fri Jun  4 19:30:00 2004",12574.1041666667
10974,"Fri Jun  4 19:35:00 2004",12574.1076388889
10975,"Fri Jun  4 19:40:00 2004",12574.1111111111
10976,"Fri Jun  4 19:45:00 2004",12574.1145833333
10977,"Fri Jun  4 19:50:00 2004",12574.1180555556
10978,"Fri Jun  4 19:55:00 2004",12574.1215277778
10979,"Fri Jun  4 20:00:00 2004",12574.125
10980,"Fri Jun  4 20:05:00 2004",12574.1284722222
10981,"Fri Jun  4 20:10:00 2004",12574.1319444444
10982,"Fri Jun  4 20:15:00 2004",12574.1354166667
10983,"Fri Jun  4 20:20:00 2004",12574.1388888889
10984,"Fri Jun  4 20:25:00 2004",12574.1423611111
10985,"Fri Jun  4 20:30:00 2004",12574.1458333333
10986,"Fri Jun  4 20:35:00 2004",12574.1493055556
10987,"Fri Jun  4 20:40:00 2004",12574.1527777778
10988,"Fri Jun  4 20:45:00 2004",12574.15625
10989,"Fri Jun  4 20:50:00 2004",12574.1597222222
10990,"Fri Jun  4 20:55:00 2004",12574.1631944444
10991,"Fri Jun  4 21:00:00 2004",12574.1666666667
10992,"Fri Jun  4 21:05:00 2004",12574.1701388889
10993,"Fri Jun  4 21:10:00 2004",12574.1736111111
10994,"Fri Jun  4 21:15:00 2004",12574.1770833333
10995,"Fri Jun  4 21:20:00 2004",12574.1805555556
10996,"Fri Jun  4 21:25:00 2004",12574.1840277778
10997,"Fri Jun  4 21:30:00 2004",12574.1875
10998,"Fri Jun  4 21:35:00 2004",12574.1909722222
10999,"Fri Jun  4 21:40:00 2004",12574.1944444444
11000,"Fri Jun  4 21:45:00 2004",12574.1979166667
11001,"Fri Jun  4 21:50:00 2004",12574.2013888889
11002,"Fri Jun  4 21:55:00 2004",12574.2048611111
11003,"Fri Jun  4 22:00:00 2004",12574.2083333333
11004,"Fri Jun  4 22:05:00 2004",12574.2118055556
11005,"Fri Jun  4 22:10:00 2004",12574.2152777778
11006,"Fri Jun  4 22:15:00 2004",12574.21875
11007,"Fri Jun  4 22:20:00 2004",12574.2222222222
11008,"Fri Jun  4 22:25:00 2004",12574.2256944444
11009,"Fri Jun  4 22:30:00 2004",12574.2291666667
11010,"Fri Jun  4 22:35:00 2004",12574.2326388889
11011,"Fri Jun  4 22:40:00 2004",12574.2361111111
11012,"Fri Jun  4 22:45:00 2004",12574.2395833333
11013,"Fri Jun  4 22:50:00 2004",12574.2430555556
11014,"Fri Jun  4 22:55:00 2004",12574.2465277778
11015,"Fri Jun  4 23:00:00 2004",12574.25
11016,"Fri Jun  4 23:05:00 2004",12574.2534722222
11017,"Fri Jun  4 23:10:00 2004",12574.2569444444
11018,"Fri Jun  4 23:15:00 2004",12574.2604166667
11019,"Fri Jun  4 23:20:00 2004",12574.2638888889
11020,"Fri Jun  4 23:25:00 2004",12574.2673611111
11021,"Fri Jun  4 23:30:00 2004",12574.2708333333
11022,"Fri Jun  4 23:35:00 2004",12574.2743055556
11023,"Fri Jun  4 23:40:00 2004",12574.2777777778
11024,"Fri Jun  4 23:45:00 2004",12574.28125
11025,"Fri Jun  4 23:50:00 2004",12574.2847222222
11026,"Fri Jun  4 23:55:00 2004",12574.2881944444
11027,"Sat Jun  5 00:00:00 2004",12574.2916666667
